JEREMIC LECTURE NOTES EXTRACTION REPORT
==================================================
Original PDF: C:\Users\rajes\Documents\pythonprojects\real-essi-retreval-agent\documents\jeremic_lecture_notes_original.pdf
Output file: C:\Users\rajes\Documents\pythonprojects\real-essi-retreval-agent\documents\jeremic_lecture_notes_verbatim.md
Total pages: 3012
Total extracted characters: 7984591

Pages with fewer than 200 extracted characters:
[78, 79, 154, 623, 1281, 1284, 1285, 1290, 1317, 1708, 1737, 1980, 2454, 2521, 2579, 2580, 2593, 2607, 2615, 2798, 2801, 2805]

Pages with no extracted text:
None

PER-PAGE RESULTS
--------------------------------------------------
Page 1: 2072 characters | OK
Page 1771: 2235 characters | OK
Page 1772: 2946 characters | OK
Page 1773: 3333 characters | OK
Page 1774: 2212 characters | OK
Page 1775: 2301 characters | OK
Page 1776: 1867 characters | OK
Page 1777: 926 characters | OK
Page 1778: 2731 characters | OK
Page 1779: 1483 characters | OK
Page 1780: 1853 characters | OK
Page 1781: 1900 characters | OK
Page 1782: 1327 characters | OK
Page 1783: 351 characters | OK
Page 1784: 369 characters | OK
Page 1785: 374 characters | OK
Page 1786: 2110 characters | OK
Page 1787: 603 characters | OK
Page 1788: 1685 characters | OK
Page 1789: 1013 characters | OK
Page 1790: 1074 characters | OK
Page 1791: 940 characters | OK
Page 1792: 1149 characters | OK
Page 1793: 906 characters | OK
Page 1794: 776 characters | OK
Page 1795: 765 characters | OK
Page 1796: 1695 characters | OK
Page 1797: 1526 characters | OK
Page 1798: 431 characters | OK
Page 1799: 1438 characters | OK
Page 1800: 338 characters | OK
Page 1801: 1120 characters | OK
Page 1802: 1051 characters | OK
Page 1803: 354 characters | OK
Page 1804: 2907 characters | OK
Page 1805: 2143 characters | OK
Page 1806: 1073 characters | OK
Page 1807: 1210 characters | OK
Page 1808: 1182 characters | OK
Page 1809: 1383 characters | OK
Page 1810: 2330 characters | OK
Page 1811: 1887 characters | OK
Page 1812: 1654 characters | OK
Page 1813: 2246 characters | OK
Page 1814: 1607 characters | OK
Page 1815: 1779 characters | OK
Page 1816: 1616 characters | OK
Page 1817: 1591 characters | OK
Page 1818: 1540 characters | OK
Page 1819: 1107 characters | OK
Page 1820: 2486 characters | OK
Page 1821: 1199 characters | OK
Page 1822: 946 characters | OK
Page 1823: 1296 characters | OK
Page 1824: 1039 characters | OK
Page 1825: 493 characters | OK
Page 1826: 344 characters | OK
Page 1827: 363 characters | OK
Page 1828: 504 characters | OK
Page 1829: 346 characters | OK
Page 1830: 343 characters | OK
Page 1831: 2383 characters | OK
Page 1832: 1779 characters | OK
Page 1833: 1805 characters | OK
Page 1834: 1569 characters | OK
Page 1835: 2397 characters | OK
Page 1836: 1720 characters | OK
Page 1837: 1910 characters | OK
Page 1838: 1865 characters | OK
Page 1839: 1898 characters | OK
Page 1840: 1988 characters | OK
Page 1841: 1902 characters | OK
Page 1842: 423 characters | OK
Page 1843: 963 characters | OK
Page 1844: 883 characters | OK
Page 1845: 352 characters | OK
Page 1846: 1071 characters | OK
Page 1847: 363 characters | OK
Page 1848: 1911 characters | OK
Page 1849: 1967 characters | OK
Page 1850: 2221 characters | OK
Page 1851: 3261 characters | OK
Page 1852: 3764 characters | OK
Page 1853: 2190 characters | OK
Page 1854: 2216 characters | OK
Page 1855: 1914 characters | OK
Page 1856: 2347 characters | OK
Page 1857: 2195 characters | OK
Page 1858: 1990 characters | OK
Page 1859: 1994 characters | OK
Page 1860: 1204 characters | OK
Page 1861: 1254 characters | OK
Page 1862: 4575 characters | OK
Page 1863: 2121 characters | OK
Page 1864: 1432 characters | OK
Page 1865: 4493 characters | OK
Page 1866: 1947 characters | OK
Page 1867: 1217 characters | OK
Page 1868: 4591 characters | OK
Page 1869: 1949 characters | OK
Page 1870: 1432 characters | OK
Page 1871: 4492 characters | OK
Page 1872: 1947 characters | OK
Page 1873: 3718 characters | OK
Page 1874: 2476 characters | OK
Page 1875: 1313 characters | OK
Page 1876: 2213 characters | OK
Page 1877: 1970 characters | OK
Page 1878: 972 characters | OK
Page 1879: 1485 characters | OK
Page 1880: 334 characters | OK
Page 1881: 337 characters | OK
Page 1882: 344 characters | OK
Page 1883: 719 characters | OK
Page 1884: 337 characters | OK
Page 1885: 849 characters | OK
Page 1886: 763 characters | OK
Page 1887: 402 characters | OK
Page 1888: 362 characters | OK
Page 1889: 349 characters | OK
Page 1890: 331 characters | OK
Page 1891: 780 characters | OK
Page 1892: 1579 characters | OK
Page 1893: 3562 characters | OK
Page 1894: 2458 characters | OK
Page 1895: 2073 characters | OK
Page 1896: 3006 characters | OK
Page 1897: 3061 characters | OK
Page 1898: 756 characters | OK
Page 1899: 481 characters | OK
Page 1900: 224 characters | OK
Page 1901: 1815 characters | OK
Page 1902: 2417 characters | OK
Page 1903: 4568 characters | OK
Page 1904: 2403 characters | OK
Page 1905: 1600 characters | OK
Page 1906: 2459 characters | OK
Page 1907: 4812 characters | OK
Page 1908: 2404 characters | OK
Page 1909: 2058 characters | OK
Page 1910: 1302 characters | OK
Page 1911: 2403 characters | OK
Page 1912: 2258 characters | OK
Page 1913: 1523 characters | OK
Page 1914: 2397 characters | OK
Page 1915: 5229 characters | OK
Page 1916: 2397 characters | OK
Page 1917: 5229 characters | OK
Page 1918: 1461 characters | OK
Page 1919: 396 characters | OK
Page 1920: 1390 characters | OK
Page 1921: 2062 characters | OK
Page 1922: 5401 characters | OK
Page 1923: 1375 characters | OK
Page 1924: 1212 characters | OK
Page 1925: 428 characters | OK
Page 1926: 980 characters | OK
Page 1927: 816 characters | OK
Page 1928: 1691 characters | OK
Page 1929: 2096 characters | OK
Page 1930: 2217 characters | OK
Page 1931: 826 characters | OK
Page 1932: 747 characters | OK
Page 1933: 697 characters | OK
Page 1934: 721 characters | OK
Page 1935: 719 characters | OK
Page 1936: 620 characters | OK
Page 1937: 562 characters | OK
Page 1938: 589 characters | OK
Page 1939: 561 characters | OK
Page 1940: 688 characters | OK
Page 1941: 1331 characters | OK
Page 1942: 1953 characters | OK
Page 1943: 3203 characters | OK
Page 1944: 1177 characters | OK
Page 1945: 339 characters | OK
Page 1946: 991 characters | OK
Page 1947: 340 characters | OK
Page 1948: 1031 characters | OK
Page 1949: 1179 characters | OK
Page 1950: 340 characters | OK
Page 1951: 724 characters | OK
Page 1952: 2165 characters | OK
Page 1953: 3084 characters | OK
Page 1954: 3419 characters | OK
Page 1955: 1678 characters | OK
Page 1956: 457 characters | OK
Page 1957: 587 characters | OK
Page 1958: 1881 characters | OK
Page 1959: 2082 characters | OK
Page 1960: 1032 characters | OK
Page 1961: 3875 characters | OK
Page 1962: 2819 characters | OK
Page 1963: 1308 characters | OK
Page 1964: 2366 characters | OK
Page 1965: 2763 characters | OK
Page 1966: 2985 characters | OK
Page 1967: 4836 characters | OK
Page 1968: 729 characters | OK
Page 1969: 1339 characters | OK
Page 1970: 1468 characters | OK
Page 1971: 352 characters | OK
Page 1972: 1627 characters | OK
Page 1973: 2687 characters | OK
Page 1974: 2328 characters | OK
Page 1975: 2447 characters | OK
Page 1976: 2332 characters | OK
Page 1977: 1653 characters | OK
Page 1978: 336 characters | OK
Page 1979: 569 characters | OK
Page 1980: 146 characters | LOW TEXT
Page 1981: 267 characters | OK
Page 1982: 4530 characters | OK
Page 1983: 4185 characters | OK
Page 1984: 3378 characters | OK
Page 1985: 2544 characters | OK
Page 1986: 616 characters | OK
Page 1987: 4081 characters | OK
Page 1988: 4027 characters | OK
Page 1989: 4922 characters | OK
Page 1990: 4055 characters | OK
Page 1991: 4094 characters | OK
Page 1992: 4016 characters | OK
Page 1993: 3183 characters | OK
Page 1994: 4613 characters | OK
Page 1995: 4984 characters | OK
Page 1996: 4380 characters | OK
Page 1997: 3929 characters | OK
Page 1998: 4820 characters | OK
Page 1999: 4977 characters | OK
Page 2000: 4492 characters | OK
Page 2001: 4231 characters | OK
Page 2002: 5117 characters | OK
Page 2003: 3558 characters | OK
Page 2004: 4239 characters | OK
Page 2005: 4641 characters | OK
Page 2006: 4786 characters | OK
Page 2007: 4551 characters | OK
Page 2008: 4274 characters | OK
Page 2009: 2759 characters | OK
Page 2010: 4064 characters | OK
Page 2011: 4998 characters | OK
Page 2012: 4314 characters | OK
Page 2013: 4541 characters | OK
Page 2014: 4016 characters | OK
Page 2015: 4698 characters | OK
Page 2016: 3865 characters | OK
Page 2017: 4026 characters | OK
Page 2018: 4813 characters | OK
Page 2019: 4375 characters | OK
Page 2020: 4413 characters | OK
Page 2021: 1393 characters | OK
Page 2022: 440 characters | OK
Page 2023: 4653 characters | OK
Page 2024: 3741 characters | OK
Page 2025: 2959 characters | OK
Page 2026: 2415 characters | OK
Page 2027: 2574 characters | OK
Page 2028: 4593 characters | OK
Page 2029: 3941 characters | OK
Page 2030: 3574 characters | OK
Page 2031: 3690 characters | OK
Page 2032: 1945 characters | OK
Page 2033: 5014 characters | OK
Page 2034: 4764 characters | OK
Page 2035: 3634 characters | OK
Page 2036: 2364 characters | OK
Page 2037: 2894 characters | OK
Page 2038: 2091 characters | OK
Page 2039: 2376 characters | OK
Page 2040: 476 characters | OK
Page 2041: 421 characters | OK
Page 2042: 420 characters | OK
Page 2043: 340 characters | OK
Page 2044: 369 characters | OK
Page 2045: 3422 characters | OK
Page 2046: 1215 characters | OK
Page 2047: 4438 characters | OK
Page 2048: 764 characters | OK
Page 2049: 1053 characters | OK
Page 2050: 2768 characters | OK
Page 2051: 1250 characters | OK
Page 2052: 1101 characters | OK
Page 2053: 1848 characters | OK
Page 2054: 2565 characters | OK
Page 2055: 614 characters | OK
Page 2056: 4852 characters | OK
Page 2057: 426 characters | OK
Page 2058: 426 characters | OK
Page 2059: 426 characters | OK
Page 2060: 342 characters | OK
Page 2061: 609 characters | OK
Page 2062: 837 characters | OK
Page 2063: 1659 characters | OK
Page 2064: 6749 characters | OK
Page 2065: 4145 characters | OK
Page 2066: 2942 characters | OK
Page 2067: 1337 characters | OK
Page 2068: 1718 characters | OK
Page 2069: 4483 characters | OK
Page 2070: 3574 characters | OK
Page 2071: 839 characters | OK
Page 2072: 6644 characters | OK
Page 2073: 7537 characters | OK
Page 2074: 6515 characters | OK
Page 2075: 6868 characters | OK
Page 2076: 6914 characters | OK
Page 2077: 4225 characters | OK
Page 2078: 7522 characters | OK
Page 2079: 6861 characters | OK
Page 2080: 6955 characters | OK
Page 2081: 9114 characters | OK
Page 2082: 8854 characters | OK
Page 2083: 3735 characters | OK
Page 2084: 842 characters | OK
Page 2085: 9306 characters | OK
Page 2086: 9831 characters | OK
Page 2087: 6571 characters | OK
Page 2088: 6838 characters | OK
Page 2089: 6746 characters | OK
Page 2090: 4191 characters | OK
Page 2091: 842 characters | OK
Page 2092: 6102 characters | OK
Page 2093: 7990 characters | OK
Page 2094: 6749 characters | OK
Page 2095: 7615 characters | OK
Page 2096: 7581 characters | OK
Page 2097: 3834 characters | OK
Page 2098: 842 characters | OK
Page 2099: 7421 characters | OK
Page 2100: 8066 characters | OK
Page 2101: 7414 characters | OK
Page 2102: 6898 characters | OK
Page 2103: 6496 characters | OK
Page 2104: 3131 characters | OK
Page 2105: 842 characters | OK
Page 2106: 6761 characters | OK
Page 2107: 6563 characters | OK
Page 2108: 6772 characters | OK
Page 2109: 7238 characters | OK
Page 2110: 6916 characters | OK
Page 2111: 3257 characters | OK
Page 2112: 2044 characters | OK
Page 2113: 1503 characters | OK
Page 2114: 519 characters | OK
Page 2115: 4824 characters | OK
Page 2116: 3167 characters | OK
Page 2117: 464 characters | OK
Page 2118: 2641 characters | OK
Page 2119: 2799 characters | OK
Page 2120: 2977 characters | OK
Page 2121: 2280 characters | OK
Page 2122: 1273 characters | OK
Page 2123: 2041 characters | OK
Page 2124: 3641 characters | OK
Page 2125: 4107 characters | OK
Page 2126: 4244 characters | OK
Page 2127: 4114 characters | OK
Page 2128: 1992 characters | OK
Page 2129: 4702 characters | OK
Page 2130: 3388 characters | OK
Page 2131: 2464 characters | OK
Page 2132: 2827 characters | OK
Page 2133: 447 characters | OK
Page 2134: 376 characters | OK
Page 2135: 2414 characters | OK
Page 2136: 1088 characters | OK
Page 2137: 4134 characters | OK
Page 2138: 3679 characters | OK
Page 2139: 256 characters | OK
Page 2140: 305 characters | OK
Page 2141: 3855 characters | OK
Page 2142: 1780 characters | OK
Page 2143: 1473 characters | OK
Page 2144: 545 characters | OK
Page 2145: 1050 characters | OK
Page 2146: 3923 characters | OK
Page 2147: 1897 characters | OK
Page 2148: 1138 characters | OK
Page 2149: 366 characters | OK
Page 2150: 352 characters | OK
Page 2151: 978 characters | OK
Page 2152: 2584 characters | OK
Page 2153: 2411 characters | OK
Page 2154: 2090 characters | OK
Page 2155: 1497 characters | OK
Page 2156: 578 characters | OK
Page 2157: 578 characters | OK
Page 2158: 936 characters | OK
Page 2159: 578 characters | OK
Page 2160: 578 characters | OK
Page 2161: 1195 characters | OK
Page 2162: 588 characters | OK
Page 2163: 588 characters | OK
Page 2164: 986 characters | OK
Page 2165: 588 characters | OK
Page 2166: 588 characters | OK
Page 2167: 1539 characters | OK
Page 2168: 576 characters | OK
Page 2169: 576 characters | OK
Page 2170: 1644 characters | OK
Page 2171: 1740 characters | OK
Page 2172: 1579 characters | OK
Page 2173: 568 characters | OK
Page 2174: 568 characters | OK
Page 2175: 406 characters | OK
Page 2176: 1187 characters | OK
Page 2177: 569 characters | OK
Page 2178: 569 characters | OK
Page 2179: 1581 characters | OK
Page 2180: 582 characters | OK
Page 2181: 582 characters | OK
Page 2182: 414 characters | OK
Page 2183: 1203 characters | OK
Page 2184: 582 characters | OK
Page 2185: 582 characters | OK
Page 2186: 1265 characters | OK
Page 2187: 570 characters | OK
Page 2188: 570 characters | OK
Page 2189: 1695 characters | OK
Page 2190: 575 characters | OK
Page 2191: 582 characters | OK
Page 2192: 424 characters | OK
Page 2193: 1701 characters | OK
Page 2194: 566 characters | OK
Page 2195: 1469 characters | OK
Page 2196: 581 characters | OK
Page 2197: 586 characters | OK
Page 2198: 426 characters | OK
Page 2199: 1770 characters | OK
Page 2200: 581 characters | OK
Page 2201: 586 characters | OK
Page 2202: 426 characters | OK
Page 2203: 601 characters | OK
Page 2204: 583 characters | OK
Page 2205: 586 characters | OK
Page 2206: 1669 characters | OK
Page 2207: 583 characters | OK
Page 2208: 588 characters | OK
Page 2209: 427 characters | OK
Page 2210: 871 characters | OK
Page 2211: 585 characters | OK
Page 2212: 588 characters | OK
Page 2213: 603 characters | OK
Page 2214: 585 characters | OK
Page 2215: 588 characters | OK
Page 2216: 1427 characters | OK
Page 2217: 363 characters | OK
Page 2218: 1962 characters | OK
Page 2219: 660 characters | OK
Page 2220: 660 characters | OK
Page 2221: 660 characters | OK
Page 2222: 662 characters | OK
Page 2223: 662 characters | OK
Page 2224: 662 characters | OK
Page 2225: 422 characters | OK
Page 2226: 2887 characters | OK
Page 2227: 511 characters | OK
Page 2228: 1152 characters | OK
Page 2229: 4007 characters | OK
Page 2230: 968 characters | OK
Page 2231: 3732 characters | OK
Page 2232: 3382 characters | OK
Page 2233: 3618 characters | OK
Page 2234: 6703 characters | OK
Page 2235: 3576 characters | OK
Page 2236: 2858 characters | OK
Page 2237: 3837 characters | OK
Page 2238: 3428 characters | OK
Page 2239: 7170 characters | OK
Page 2240: 7477 characters | OK
Page 2241: 2194 characters | OK
Page 2242: 729 characters | OK
Page 2243: 3836 characters | OK
Page 2244: 3805 characters | OK
Page 2245: 3438 characters | OK
Page 2246: 3252 characters | OK
Page 2247: 6651 characters | OK
Page 2248: 6595 characters | OK
Page 2249: 2093 characters | OK
Page 2250: 2971 characters | OK
Page 2251: 3802 characters | OK
Page 2252: 4162 characters | OK
Page 2253: 3146 characters | OK
Page 2254: 6640 characters | OK
Page 2255: 7441 characters | OK
Page 2256: 2091 characters | OK
Page 2257: 762 characters | OK
Page 2258: 319 characters | OK
Page 2259: 1547 characters | OK
Page 2260: 1684 characters | OK
Page 2261: 433 characters | OK
Page 2262: 422 characters | OK
Page 2263: 423 characters | OK
Page 2264: 3873 characters | OK
Page 2265: 443 characters | OK
Page 2266: 424 characters | OK
Page 2267: 436 characters | OK
Page 2268: 564 characters | OK
Page 2269: 966 characters | OK
Page 2270: 425 characters | OK
Page 2271: 429 characters | OK
Page 2272: 432 characters | OK
Page 2273: 4653 characters | OK
Page 2274: 1755 characters | OK
Page 2275: 514 characters | OK
Page 2276: 4536 characters | OK
Page 2277: 2007 characters | OK
Page 2278: 2997 characters | OK
Page 2279: 1844 characters | OK
Page 2280: 590 characters | OK
Page 2281: 582 characters | OK
Page 2282: 486 characters | OK
Page 2283: 373 characters | OK
Page 2284: 381 characters | OK
Page 2285: 4686 characters | OK
Page 2286: 2940 characters | OK
Page 2287: 4469 characters | OK
Page 2288: 4515 characters | OK
Page 2289: 4261 characters | OK
Page 2290: 5015 characters | OK
Page 2291: 3270 characters | OK
Page 2292: 2535 characters | OK
Page 2293: 7101 characters | OK
Page 2294: 3521 characters | OK
Page 2295: 2435 characters | OK
Page 2296: 2754 characters | OK
Page 2297: 2013 characters | OK
Page 2298: 4908 characters | OK
Page 2299: 4399 characters | OK
Page 2300: 2876 characters | OK
Page 2301: 4002 characters | OK
Page 2302: 4389 characters | OK
Page 2303: 8967 characters | OK
Page 2304: 1585 characters | OK
Page 2305: 356 characters | OK
Page 2306: 3641 characters | OK
Page 2307: 1954 characters | OK
Page 2308: 4031 characters | OK
Page 2309: 5231 characters | OK
Page 2310: 1843 characters | OK
Page 2311: 2246 characters | OK
Page 2312: 3539 characters | OK
Page 2313: 3445 characters | OK
Page 2314: 1444 characters | OK
Page 2315: 1739 characters | OK
Page 2316: 2997 characters | OK
Page 2317: 2658 characters | OK
Page 2318: 414 characters | OK
Page 2319: 4835 characters | OK
Page 2320: 2895 characters | OK
Page 2321: 3298 characters | OK
Page 2322: 3291 characters | OK
Page 2323: 3311 characters | OK
Page 2324: 364 characters | OK
Page 2325: 353 characters | OK
Page 2326: 261 characters | OK
Page 2327: 4809 characters | OK
Page 2328: 5134 characters | OK
Page 2329: 3900 characters | OK
Page 2330: 2897 characters | OK
Page 2331: 4882 characters | OK
Page 2332: 7286 characters | OK
Page 2333: 5632 characters | OK
Page 2334: 5771 characters | OK
Page 2335: 4280 characters | OK
Page 2336: 3591 characters | OK
Page 2337: 3804 characters | OK
Page 2338: 3861 characters | OK
Page 2339: 3138 characters | OK
Page 2340: 4049 characters | OK
Page 2341: 5226 characters | OK
Page 2342: 3601 characters | OK
Page 2343: 3763 characters | OK
Page 2344: 913 characters | OK
Page 2345: 3585 characters | OK
Page 2346: 4124 characters | OK
Page 2347: 2394 characters | OK
Page 2348: 219 characters | OK
Page 2349: 1126 characters | OK
Page 2350: 1705 characters | OK
Page 2351: 571 characters | OK
Page 2352: 537 characters | OK
Page 2353: 458 characters | OK
Page 2354: 357 characters | OK
Page 2355: 3649 characters | OK
Page 2356: 1667 characters | OK
Page 2357: 3069 characters | OK
Page 2358: 2537 characters | OK
Page 2359: 1316 characters | OK
Page 2360: 474 characters | OK
Page 2361: 4594 characters | OK
Page 2362: 3844 characters | OK
Page 2363: 3425 characters | OK
Page 2364: 2011 characters | OK
Page 2365: 360 characters | OK
Page 2366: 389 characters | OK
Page 2367: 247 characters | OK
Page 2368: 4409 characters | OK
Page 2369: 3614 characters | OK
Page 2370: 370 characters | OK
Page 2371: 1716 characters | OK
Page 2372: 1997 characters | OK
Page 2373: 4887 characters | OK
Page 2374: 3883 characters | OK
Page 2375: 3778 characters | OK
Page 2376: 3591 characters | OK
Page 2377: 2919 characters | OK
Page 2378: 2046 characters | OK
Page 2379: 1393 characters | OK
Page 2380: 469 characters | OK
Page 2381: 442 characters | OK
Page 2382: 354 characters | OK
Page 2383: 235 characters | OK
Page 2384: 1449 characters | OK
Page 2385: 923 characters | OK
Page 2386: 1487 characters | OK
Page 2387: 1620 characters | OK
Page 2388: 2414 characters | OK
Page 2389: 4222 characters | OK
Page 2390: 3084 characters | OK
Page 2391: 1852 characters | OK
Page 2392: 1129 characters | OK
Page 2393: 2427 characters | OK
Page 2394: 2970 characters | OK
Page 2395: 4489 characters | OK
Page 2396: 1993 characters | OK
Page 2397: 984 characters | OK
Page 2398: 714 characters | OK
Page 2399: 1941 characters | OK
Page 2400: 3527 characters | OK
Page 2401: 556 characters | OK
Page 2402: 4069 characters | OK
Page 2403: 1982 characters | OK
Page 2404: 2691 characters | OK
Page 2405: 2823 characters | OK
Page 2406: 2224 characters | OK
Page 2407: 4172 characters | OK
Page 2408: 2315 characters | OK
Page 2409: 2760 characters | OK
Page 2410: 2498 characters | OK
Page 2411: 2758 characters | OK
Page 2412: 4595 characters | OK
Page 2413: 5037 characters | OK
Page 2414: 3239 characters | OK
Page 2415: 4510 characters | OK
Page 2416: 5732 characters | OK
Page 2417: 3354 characters | OK
Page 2418: 238 characters | OK
Page 2419: 2508 characters | OK
Page 2420: 565 characters | OK
Page 2421: 492 characters | OK
Page 2422: 423 characters | OK
Page 2423: 445 characters | OK
Page 2424: 447 characters | OK
Page 2425: 447 characters | OK
Page 2426: 875 characters | OK
Page 2427: 512 characters | OK
Page 2428: 442 characters | OK
Page 2429: 1381 characters | OK
Page 2430: 436 characters | OK
Page 2431: 1002 characters | OK
Page 2432: 801 characters | OK
Page 2433: 1297 characters | OK
Page 2434: 2406 characters | OK
Page 2435: 457 characters | OK
Page 2436: 709 characters | OK
Page 2437: 317 characters | OK
Page 2438: 1274 characters | OK
Page 2439: 2203 characters | OK
Page 2440: 2043 characters | OK
Page 2441: 1145 characters | OK
Page 2442: 1236 characters | OK
Page 2443: 2092 characters | OK
Page 2444: 2218 characters | OK
Page 2445: 1442 characters | OK
Page 2446: 821 characters | OK
Page 2447: 1398 characters | OK
Page 2448: 497 characters | OK
Page 2449: 1485 characters | OK
Page 2450: 1280 characters | OK
Page 2451: 952 characters | OK
Page 2452: 790 characters | OK
Page 2453: 2082 characters | OK
Page 2454: 181 characters | LOW TEXT
Page 2455: 1925 characters | OK
Page 2456: 2043 characters | OK
Page 2457: 1180 characters | OK
Page 2458: 314 characters | OK
Page 2459: 339 characters | OK
Page 2460: 821 characters | OK
Page 2461: 304 characters | OK
Page 2462: 314 characters | OK
Page 2463: 590 characters | OK
Page 2464: 320 characters | OK
Page 2465: 309 characters | OK
Page 2466: 319 characters | OK
Page 2467: 374 characters | OK
Page 2468: 403 characters | OK
Page 2469: 539 characters | OK
Page 2470: 405 characters | OK
Page 2471: 464 characters | OK
Page 2472: 379 characters | OK
Page 2473: 539 characters | OK
Page 2474: 568 characters | OK
Page 2475: 331 characters | OK
Page 2476: 412 characters | OK
Page 2477: 416 characters | OK
Page 2478: 315 characters | OK
Page 2479: 297 characters | OK
Page 2480: 308 characters | OK
Page 2481: 379 characters | OK
Page 2482: 381 characters | OK
Page 2483: 396 characters | OK
Page 2484: 336 characters | OK
Page 2485: 319 characters | OK
Page 2486: 453 characters | OK
Page 2487: 510 characters | OK
Page 2488: 304 characters | OK
Page 2489: 417 characters | OK
Page 2490: 346 characters | OK
Page 2491: 332 characters | OK
Page 2492: 324 characters | OK
Page 2493: 311 characters | OK
Page 2494: 338 characters | OK
Page 2495: 346 characters | OK
Page 2496: 340 characters | OK
Page 2497: 296 characters | OK
Page 2498: 293 characters | OK
Page 2499: 505 characters | OK
Page 2500: 325 characters | OK
Page 2501: 415 characters | OK
Page 2502: 433 characters | OK
Page 2503: 516 characters | OK
Page 2504: 439 characters | OK
Page 2505: 543 characters | OK
Page 2506: 505 characters | OK
Page 2507: 582 characters | OK
Page 2508: 296 characters | OK
Page 2509: 2964 characters | OK
Page 2510: 1766 characters | OK
Page 2511: 2627 characters | OK
Page 2512: 2692 characters | OK
Page 2513: 2518 characters | OK
Page 2514: 2090 characters | OK
Page 2515: 2946 characters | OK
Page 2516: 2771 characters | OK
Page 2517: 2644 characters | OK
Page 2518: 2224 characters | OK
Page 2519: 2425 characters | OK
Page 2520: 317 characters | OK
Page 2521: 127 characters | LOW TEXT
Page 2522: 2816 characters | OK
Page 2523: 3601 characters | OK
Page 2524: 3764 characters | OK
Page 2525: 3436 characters | OK
Page 2526: 3502 characters | OK
Page 2527: 3872 characters | OK
Page 2528: 3761 characters | OK
Page 2529: 3931 characters | OK
Page 2530: 3932 characters | OK
Page 2531: 3603 characters | OK
Page 2532: 3757 characters | OK
Page 2533: 3660 characters | OK
Page 2534: 3588 characters | OK
Page 2535: 3519 characters | OK
Page 2536: 3551 characters | OK
Page 2537: 3817 characters | OK
Page 2538: 3338 characters | OK
Page 2539: 3482 characters | OK
Page 2540: 3562 characters | OK
Page 2541: 3533 characters | OK
Page 2542: 3577 characters | OK
Page 2543: 3467 characters | OK
Page 2544: 3671 characters | OK
Page 2545: 3591 characters | OK
Page 2546: 3953 characters | OK
Page 2547: 3498 characters | OK
Page 2548: 3715 characters | OK
Page 2549: 4459 characters | OK
Page 2550: 3739 characters | OK
Page 2551: 3359 characters | OK
Page 2552: 3481 characters | OK
Page 2553: 3672 characters | OK
Page 2554: 3735 characters | OK
Page 2555: 3615 characters | OK
Page 2556: 3706 characters | OK
Page 2557: 3516 characters | OK
Page 2558: 3503 characters | OK
Page 2559: 3766 characters | OK
Page 2560: 3697 characters | OK
Page 2561: 3769 characters | OK
Page 2562: 3636 characters | OK
Page 2563: 3447 characters | OK
Page 2564: 3762 characters | OK
Page 2565: 3558 characters | OK
Page 2566: 4064 characters | OK
Page 2567: 3663 characters | OK
Page 2568: 3542 characters | OK
Page 2569: 3709 characters | OK
Page 2570: 3448 characters | OK
Page 2571: 3768 characters | OK
Page 2572: 3335 characters | OK
Page 2573: 3603 characters | OK
Page 2574: 3903 characters | OK
Page 2575: 3284 characters | OK
Page 2576: 3804 characters | OK
Page 2577: 3883 characters | OK
Page 2578: 3454 characters | OK
Page 2579: 124 characters | LOW TEXT
Page 2580: 166 characters | LOW TEXT
Page 2581: 2795 characters | OK
Page 2582: 3213 characters | OK
Page 2583: 4298 characters | OK
Page 2584: 2564 characters | OK
Page 2585: 3215 characters | OK
Page 2586: 3555 characters | OK
Page 2587: 3380 characters | OK
Page 2588: 2664 characters | OK
Page 2589: 2320 characters | OK
Page 2590: 2776 characters | OK
Page 2591: 2510 characters | OK
Page 2592: 3970 characters | OK
Page 2593: 173 characters | LOW TEXT
Page 2594: 4674 characters | OK
Page 2595: 3340 characters | OK
Page 2596: 4372 characters | OK
Page 2597: 3784 characters | OK
Page 2598: 3427 characters | OK
Page 2599: 3558 characters | OK
Page 2600: 3473 characters | OK
Page 2601: 3355 characters | OK
Page 2602: 3087 characters | OK
Page 2603: 3126 characters | OK
Page 2604: 2953 characters | OK
Page 2605: 2359 characters | OK
Page 2606: 1824 characters | OK
Page 2607: 194 characters | LOW TEXT
Page 2608: 1817 characters | OK
Page 2609: 2183 characters | OK
Page 2610: 3799 characters | OK
Page 2611: 1430 characters | OK
Page 2612: 2829 characters | OK
Page 2613: 2253 characters | OK
Page 2614: 1620 characters | OK
Page 2615: 173 characters | LOW TEXT
Page 2616: 2999 characters | OK
Page 2617: 1981 characters | OK
Page 2618: 2530 characters | OK
Page 2619: 2446 characters | OK
Page 2620: 3818 characters | OK
Page 2621: 5507 characters | OK
Page 2622: 2330 characters | OK
Page 2623: 301 characters | OK
Page 2624: 1578 characters | OK
Page 2625: 1915 characters | OK
Page 2626: 2615 characters | OK
Page 2627: 2062 characters | OK
Page 2628: 3496 characters | OK
Page 2629: 2918 characters | OK
Page 2630: 2693 characters | OK
Page 2631: 2594 characters | OK
Page 2632: 2471 characters | OK
Page 2633: 4622 characters | OK
Page 2634: 3596 characters | OK
Page 2635: 4372 characters | OK
Page 2636: 3667 characters | OK
Page 2637: 440 characters | OK
Page 2638: 2934 characters | OK
Page 2639: 1109 characters | OK
